ID; Date; Success; Distance; Fall Velocity; Pass Time
36; 2025-03-06 08:32:13; False; 5.61; 0.00; 1.50
36; 2025-03-06 08:32:41; False; 0.26; 0.00; 1.50
36; 2025-03-06 08:33:07; False; 0.53; 0.00; 1.50
36; 2025-03-06 08:33:30; False; 1.31; 0.00; 1.50
36; 2025-03-06 08:33:40; True; 0.14; 0.00; 1.50
36; 2025-03-06 08:33:45; False; 0.98; 0.00; 1.50
36; 2025-03-06 08:33:50; False; 0.91; 0.00; 1.50
36; 2025-03-06 08:34:12; False; 1.38; 0.00; 1.50
36; 2025-03-06 08:34:21; True; 0.09; 0.00; 1.50
36; 2025-03-06 08:34:28; False; 1.27; 0.00; 1.50
36; - ;Reset Count; 14
