ID; Date; Success; Distance; Fall Velocity; Pass Time
35; 2025-02-27 08:22:23; False; 0.00; 0.00; 1.50
35; 2025-02-27 08:22:35; False; 4.72; 0.00; 1.50
35; 2025-02-27 08:23:08; True; 0.03; 0.00; 1.50
35; 2025-02-27 08:23:36; False; 2.58; 0.00; 1.50
35; 2025-02-27 08:23:50; False; 3.01; 0.00; 1.50
35; 2025-02-27 08:23:57; False; 0.56; 0.00; 1.50
35; 2025-02-27 08:24:06; False; 4.67; 0.00; 1.50
35; 2025-02-27 08:24:36; False; 0.96; 0.00; 1.50
35; 2025-02-27 08:24:44; False; 3.84; 0.00; 1.50
35; 2025-02-27 08:25:11; False; 0.59; 0.00; 1.50
35; - ;Reset Count; 21
