ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
7; 2025-02-12 10:23:06; True; 0.00; 0.00; 0.00; rechts
7; 2025-02-12 10:23:06; False; 4.33; 30.85; 0.00; rechts
7; 2025-02-12 10:23:06; False; 5.45; 174.06; 0.00; rechts
7; 2025-02-12 10:23:06; False; 0.91; 164.53; 0.00; rechts
7; 2025-02-12 10:23:06; True; 0.00; 0.00; 0.00; rechts
7; 2025-02-12 10:23:06; False; 3.20; 87.54; 0.00; links
7; 2025-02-12 10:23:06; False; 7.11; 97.39; 0.00; rechts
7; 2025-02-12 10:23:06; False; 232.92; 16.32; 0.00; links
7; 2025-02-12 10:23:06; False; 5.86; 111.78; 0.00; rechts
7; 2025-02-12 10:23:06; False; 361.40; 4.05; 0.00; rechts
7; 2025-02-12 10:23:06; False; 346.83; 18.92; 0.00; rechts
13; 2025-02-12 10:40:51; False; 32.22; 5.11; 0.00; links
13; 2025-02-12 10:40:51; False; 171.98; 6.99; 0.00; links
13; 2025-02-12 10:40:51; False; 19.20; 8.37; 0.00; rechts
13; 2025-02-12 10:40:51; False; 353.27; 8.14; 0.00; links
13; 2025-02-12 10:40:51; False; 10.73; 27.57; 0.00; rechts
13; 2025-02-12 10:40:51; False; 25.52; 11.90; 0.00; links
13; 2025-02-12 10:40:51; False; 347.22; 5.79; 0.00; rechts
13; 2025-02-12 10:40:51; False; 10.32; 2.72; 0.00; links
13; 2025-02-12 10:40:51; False; 9.78; 9.63; 0.00; rechts
13; 2025-02-12 10:40:51; False; 358.67; 4.54; 0.00; rechts
13; 2025-02-12 10:40:51; False; 5.54; 172.84; 0.00; links
13; 2025-02-12 10:40:51; True; 1.55; 153.04; 0.00; rechts
13; 2025-02-12 10:40:51; False; 346.02; 14.18; 0.00; rechts
13; 2025-02-12 10:40:51; False; 97.24; 72.03; 0.00; rechts
13; 2025-02-12 10:40:51; False; 368.54; 17.10; 0.00; rechts
13; 2025-02-12 10:40:51; True; 5.09; 127.87; 0.00; rechts
13; 2025-02-12 10:40:51; False; 14.30; 131.41; 0.00; links
13; 2025-02-12 10:40:51; False; 7.70; 12.69; 0.00; rechts
13; 2025-02-12 10:40:51; False; 23.56; 3.45; 0.00; rechts
13; 2025-02-12 10:40:51; False; 12.94; 9.10; 0.00; links
13; 2025-02-12 10:40:51; False; 15.56; 4.41; 0.00; links
13; 2025-02-12 10:40:51; False; 19.48; 9.69; 0.00; links
13; 2025-02-12 10:40:51; False; 21.75; 10.41; 0.00; links
13; 2025-02-12 10:40:51; False; 22.45; 2.50; 0.00; rechts
13; 2025-02-12 10:40:51; False; 387.02; 6.12; 0.00; links
13; 2025-02-12 10:40:51; False; 340.60; 3.33; 0.00; rechts
13; 2025-02-12 10:40:51; False; 347.76; 8.31; 0.00; rechts
13; 2025-02-12 10:40:51; False; 39.90; 9.44; 0.00; links
13; 2025-02-12 10:40:51; False; 384.25; 5.64; 0.00; links
13; 2025-02-12 10:40:51; False; 27.53; 9.34; 0.00; links
13; 2025-02-12 10:40:51; False; 9.10; 15.20; 0.00; links
13; 2025-02-12 10:40:51; False; 9.30; 14.38; 0.00; links
13; 2025-02-12 10:40:51; False; 277.50; 5.72; 0.00; rechts
13; 2025-02-12 10:40:51; False; 39.58; 6.83; 0.00; links
13; 2025-02-12 10:40:51; True; 109.38; 5.06; 0.00; links
13; 2025-02-12 10:40:51; False; 19.44; 6.96; 0.00; links
13; 2025-02-12 10:40:51; False; 378.51; 4.77; 0.00; links
20; 2025-02-12 11:04:19; False; 30.67; 7.03; 0.00; rechts
20; 2025-02-12 11:04:19; False; 43.99; 5.43; 0.00; rechts
20; 2025-02-12 11:04:19; False; 349.30; 34.34; 0.00; rechts
20; 2025-02-12 11:04:19; False; 27.46; 40.16; 0.00; rechts
20; 2025-02-12 11:04:19; False; 347.04; 43.33; 0.00; rechts
20; 2025-02-12 11:04:19; False; 340.83; 18.25; 0.00; links
20; 2025-02-12 11:04:19; True; 0.58; 151.52; 0.00; rechts
20; 2025-02-12 11:04:19; False; 341.62; 22.37; 0.00; links
20; 2025-02-12 11:04:19; False; 342.28; 7.50; 0.00; links
20; 2025-02-12 11:04:19; False; 338.39; 28.63; 0.00; links
20; 2025-02-12 11:04:19; False; 328.53; 32.14; 0.00; rechts
20; 2025-02-12 11:04:19; False; 20.06; 43.24; 0.00; links
20; 2025-02-12 11:04:19; False; 19.67; 21.53; 0.00; rechts
20; 2025-02-12 11:04:19; False; 11.57; 21.48; 0.00; rechts
