ID; Date; Points
7; 2025-02-12 10:17:06;1
7; 2025-02-12 10:17:06;3
13; 2025-02-12 10:34:51;9
13; 2025-02-12 10:34:51;2
13; 2025-02-12 10:34:51;1
13; 2025-02-12 10:34:51;3
13; 2025-02-12 10:34:51;1
13; 2025-02-12 10:34:51;1
13; 2025-02-12 10:34:51;3
13; 2025-02-12 10:34:51;2
13; 2025-02-12 10:34:51;2
13; 2025-02-12 10:34:51;2
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;2
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;3
20; 2025-02-12 10:58:19;1
20; 2025-02-12 10:58:19;2
20; 2025-02-12 10:58:19;5
