ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
59; 2025-02-13 09:21:28; False; 325,18; 9,43; 0,00; rechts
59; 2025-02-13 09:21:41; False; 85,24; 9,29; 0,00; rechts
59; 2025-02-13 09:21:46; False; 371,08; 14,49; 0,00; links
59; 2025-02-13 09:21:50; False; 397,66; 6,17; 0,00; links
59; 2025-02-13 09:21:58; False; 363,38; 8,98; 0,00; links
59; 2025-02-13 09:22:01; True; 0,00; 0,00; 0,00; rechts
59; 2025-02-13 09:22:02; True; 0,00; 0,00; 0,00; rechts
59; 2025-02-13 09:22:03; True; 0,00; 0,00; 0,00; rechts
59; 2025-02-13 09:22:04; True; 0,00; 0,00; 0,00; rechts
59; 2025-02-13 09:22:11; False; 385,66; 7,12; 0,00; links
59; 2025-02-13 09:22:17; False; 0,87; 5,29; 0,00; rechts
59; 2025-02-13 09:22:21; True; 0,00; 0,00; 0,00; rechts
59; 2025-02-13 09:22:25; False; 398,51; 8,26; 0,00; links
59; 2025-02-13 09:22:30; False; 488,61; 5,88; 0,00; links
59; 2025-02-13 09:22:37; False; 391,53; 20,39; 0,00; links
59; 2025-02-13 09:22:58; False; 1,36; 162,37; 0,00; rechts
59; 2025-02-13 09:23:14; False; 364,60; 7,28; 0,00; links
59; 2025-02-13 09:23:22; False; 6,52; 46,38; 0,00; rechts
59; 2025-02-13 09:23:26; False; 3,25; 39,46; 0,00; rechts
59; 2025-02-13 09:23:34; False; 22,16; 21,48; 0,00; links
59; 2025-02-13 09:23:45; False; 11,03; 11,79; 0,00; links
59; 2025-02-13 09:23:54; False; 5,88; 15,18; 0,00; links
59; 2025-02-13 09:23:58; False; 14,73; 13,31; 0,00; links
59; 2025-02-13 09:24:02; False; 4,82; 14,81; 0,00; links
59; 2025-02-13 09:24:06; False; 18,05; 13,89; 0,00; links
