ID; Date; Success; Distance; Fall Velocity; Pass Time
13; 2025-02-26 10:27:24; False; 0.51; 0.00; 1.50
13; 2025-02-26 10:27:39; False; 1.15; 0.00; 1.50
13; 2025-02-26 10:28:01; False; 1.13; 0.00; 1.50
13; 2025-02-26 10:28:12; True; 0.43; 0.00; 1.50
13; 2025-02-26 10:28:28; False; 1.93; 0.00; 1.50
13; 2025-02-26 10:28:46; True; 0.66; 0.00; 1.50
13; 2025-02-26 10:28:55; False; 1.90; 0.00; 1.50
13; 2025-02-26 10:29:02; False; 0.86; 0.00; 1.50
13; 2025-02-26 10:29:28; False; 0.79; 0.00; 1.50
13; 2025-02-26 10:29:38; True; 3.76; 0.00; 1.50
13; 2025-02-26 10:29:59; True; 0.34; 0.00; 1.50
13; - ;Reset Count; 6
