ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
24; 2025-02-19 10:59:31; False; 130,83; 23,58; 0,00; rechts
24; 2025-02-19 10:59:34; False; 97,98; 9,21; 0,00; rechts
24; 2025-02-19 10:59:38; False; 89,00; 9,02; 0,00; rechts
24; 2025-02-19 10:59:49; True; 10,25; 1,37; 0,00; rechts
24; 2025-02-19 10:59:52; True; 8,04; 5,64; 0,00; rechts
24; 2025-02-19 10:59:54; False; 71,61; 9,31; 0,00; rechts
24; 2025-02-19 10:59:57; True; 22,71; 8,08; 0,00; rechts
24; 2025-02-19 11:00:02; False; 68,85; 23,41; 0,00; links
24; 2025-02-19 11:00:06; True; 22,47; 3,17; 0,00; rechts
24; 2025-02-19 11:00:12; True; 60,98; 11,50; 0,00; rechts
24; 2025-02-19 11:00:14; True; 33,27; 13,53; 0,00; rechts
24; 2025-02-19 11:00:18; True; 71,26; 13,46; 0,00; rechts
24; 2025-02-19 11:00:20; True; 56,84; 13,98; 0,00; rechts
24; 2025-02-19 11:00:21; True; 58,83; 17,66; 0,00; rechts
24; 2025-02-19 11:00:23; True; 79,84; 22,15; 0,00; rechts
24; 2025-02-19 11:00:26; False; 68,77; 13,59; 0,00; rechts
24; 2025-02-19 11:00:29; False; 34,48; 4,92; 0,00; rechts
24; 2025-02-19 11:00:36; False; 109,60; 23,73; 0,00; rechts
24; 2025-02-19 11:00:38; True; 14,29; 4,86; 0,00; rechts
24; 2025-02-19 11:00:39; True; 49,24; 21,66; 0,00; rechts
24; 2025-02-19 11:00:41; True; 45,26; 19,35; 0,00; rechts
24; 2025-02-19 11:00:43; True; 64,76; 18,43; 0,00; rechts
24; 2025-02-19 11:00:47; True; 79,27; 13,08; 0,00; rechts
24; 2025-02-19 11:00:50; True; 112,25; 20,66; 0,00; rechts
24; 2025-02-19 11:00:54; True; 78,28; 5,05; 0,00; rechts
24; 2025-02-19 11:00:57; True; 106,59; 19,60; 0,00; rechts
24; 2025-02-19 11:01:01; True; 100,81; 17,27; 0,00; rechts
24; 2025-02-19 11:01:03; False; 97,36; 21,95; 0,00; rechts
24; 2025-02-19 11:01:06; True; 60,64; 10,45; 0,00; rechts
24; 2025-02-19 11:01:09; False; 115,26; 30,58; 0,00; rechts
24; 2025-02-19 11:01:11; True; 40,09; 10,40; 0,00; rechts
24; 2025-02-19 11:01:14; True; 87,43; 35,74; 0,00; rechts
24; 2025-02-19 11:01:18; False; 103,89; 51,87; 0,00; rechts
24; 2025-02-19 11:01:22; True; 60,57; 12,17; 0,00; rechts
24; 2025-02-19 11:01:25; True; 77,69; 15,20; 0,00; rechts
24; 2025-02-19 11:01:27; True; 92,31; 36,09; 0,00; rechts
24; 2025-02-19 11:01:30; True; 83,25; 21,28; 0,00; rechts
24; 2025-02-19 11:01:32; False; 87,86; 44,29; 0,00; rechts
24; 2025-02-19 11:01:36; True; 32,98; 11,08; 0,00; rechts
24; 2025-02-19 11:01:38; False; 91,56; 32,51; 0,00; rechts
24; 2025-02-19 11:01:40; False; 125,15; 26,32; 0,00; rechts
24; 2025-02-19 11:01:45; True; 62,20; 11,17; 0,00; rechts
24; 2025-02-19 11:01:46; False; 32,11; 21,20; 0,00; links
24; 2025-02-19 11:01:49; True; 93,00; 23,45; 0,00; rechts
24; 2025-02-19 11:01:52; True; 113,61; 25,05; 0,00; rechts
24; 2025-02-19 11:01:55; True; 71,52; 10,34; 0,00; rechts
24; 2025-02-19 11:01:57; True; 69,16; 43,19; 0,00; rechts
24; 2025-02-19 11:02:00; True; 72,23; 21,53; 0,00; rechts
24; 2025-02-19 11:02:03; True; 26,58; 8,55; 0,00; rechts
24; 2025-02-19 11:02:05; True; 55,81; 17,77; 0,00; rechts
24; 2025-02-19 11:02:07; True; 89,74; 15,26; 0,00; rechts
24; 2025-02-19 11:02:10; False; 128,76; 40,71; 0,00; rechts
24; 2025-02-19 11:02:17; False; 135,72; 26,41; 0,00; rechts
