ID; Date; Success; Distance; Fall Velocity; Pass Time
20; 2025-02-19 10:48:26; False; 0,46; 0,00; 1,50
20; 2025-02-19 10:48:41; False; 0,09; 0,00; 1,50
20; 2025-02-19 10:48:48; False; 0,40; 0,00; 1,50
20; 2025-02-19 10:48:56; False; 0,20; 0,00; 1,50
20; 2025-02-19 10:49:13; False; 0,98; 0,00; 1,50
20; 2025-02-19 10:49:28; True; 1,61; 0,00; 1,50
20; 2025-02-19 10:49:33; False; 2,60; 0,00; 1,50
20; 2025-02-19 10:50:16; False; 4,68; 0,00; 1,50
20; 2025-02-19 10:50:22; True; 8,21; 0,00; 1,50
20; 2025-02-19 10:50:36; False; 7,43; 0,00; 1,50
20; 2025-02-19 10:50:44; False; 2,45; 0,00; 1,50
20; 2025-02-19 10:50:57; False; 1,66; 0,00; 1,50
20; - ;Reset Count; 13
