ID; Date; Points
10; 2025-02-12 10:53:59;1
10; 2025-02-12 10:53:59;2
10; 2025-02-12 10:53:59;3
10; 2025-02-12 10:53:59;2
10; 2025-02-12 10:53:59;2
10; 2025-02-12 10:53:59;2
10; 2025-02-12 10:53:59;3
10; 2025-02-12 10:53:59;1
18; 2025-02-12 11:11:11;1
18; 2025-02-12 11:11:11;2
18; 2025-02-12 11:11:11;6
18; 2025-02-12 11:11:11;2
18; 2025-02-12 11:11:11;1
18; 2025-02-12 11:11:11;4
26;2025-02-12 11:14:11;1
