ID; Date; Success; Distance; Fall Velocity; Pass Time
21; 2025-02-19 10:53:50; False; 1.17; 0.00; 1.50
21; 2025-02-19 10:53:59; False; 0.91; 0.00; 1.50
21; 2025-02-19 10:54:09; False; 0.76; 0.00; 1.50
21; 2025-02-19 10:54:16; False; 0.81; 0.00; 1.50
21; 2025-02-19 10:54:21; False; 1.20; 0.00; 1.50
21; 2025-02-19 10:54:31; False; 0.84; 0.00; 1.50
21; 2025-02-19 10:54:45; False; 0.48; 0.00; 1.50
21; 2025-02-19 10:54:53; False; 0.30; 0.00; 1.50
21; 2025-02-19 10:54:59; False; 1.08; 0.00; 1.50
21; 2025-02-19 10:55:10; False; 0.19; 0.00; 1.50
21; 2025-02-19 10:55:18; False; 0.43; 0.00; 1.50
21; 2025-02-19 10:55:25; False; 0.84; 0.00; 1.50
21; 2025-02-19 10:55:35; False; 0.99; 0.00; 1.50
21; 2025-02-19 10:55:40; False; 0.96; 0.00; 1.50
21; 2025-02-19 10:55:48; False; 1.32; 0.00; 1.50
21; 2025-02-19 10:55:53; False; 0.92; 0.00; 1.50
21; 2025-02-19 10:56:00; False; 1.08; 0.00; 1.50
21; 2025-02-19 10:56:06; False; 0.25; 0.00; 1.50
21; 2025-02-19 10:56:20; False; 0.94; 0.00; 1.50
21; 2025-02-19 10:56:26; False; 0.69; 0.00; 1.50
21; - ;Reset Count; 13
