ID; Date; Success; Distance; Fall Velocity; Pass Time
41; 2025-03-06 08:47:09; False; 0.19; 0.00; 1.50
41; 2025-03-06 08:47:22; False; 0.56; 0.00; 1.50
41; 2025-03-06 08:47:37; False; 0.76; 0.00; 1.50
41; 2025-03-06 08:48:01; False; 4.18; 0.00; 1.50
41; 2025-03-06 08:48:12; False; 9.23; 0.00; 1.50
41; 2025-03-06 08:48:27; False; 8.05; 0.00; 1.50
41; 2025-03-06 08:48:51; False; 8.30; 0.00; 1.50
41; 2025-03-06 08:49:18; False; 6.75; 0.00; 1.50
41; 2025-03-06 08:49:32; False; 0.27; 0.00; 1.50
41; 2025-03-06 08:49:48; False; 4.36; 0.00; 1.50
41; - ;Reset Count; 19
