ID,TrialIndex,Repetitions,TrialInfo,Group,Gender
94,12,6.0,3,RL,w
94,13,6.0,3,RL,w
94,14,6.0,3,RL,w
94,15,6.0,3,RL,w
94,16,7.0,4,RL,w
94,17,7.0,4,RL,w
94,18,16.0,4,RL,w
94,19,7.0,4,RL,w
94,20,7.0,4,RL,w
95,1,3.0,1,RL,w
95,2,5.0,1,RL,w
95,3,10.0,1,RL,w
95,4,9.0,1,RL,w
95,5,5.0,1,RL,w
95,6,7.0,2,RL,w
95,7,5.0,2,RL,w
95,8,4.0,2,RL,w
95,9,11.0,2,RL,w
95,10,2.0,2,RL,w
95,11,15.0,3,RL,w
95,12,16.0,3,RL,w
95,13,14.0,3,RL,w
95,14,9.0,3,RL,w
95,15,12.0,3,RL,w
95,16,11.0,4,RL,w
95,17,17.0,4,RL,w
95,18,18.0,4,RL,w
95,19,12.0,4,RL,w
95,20,12.0,4,RL,w
96,1,5.0,1,RL,m
96,2,23.0,1,RL,m
96,3,9.0,1,RL,m
96,4,22.0,1,RL,m
96,5,10.0,1,RL,m
96,6,24.0,3,RL,m
96,7,36.0,3,RL,m
96,8,8.0,3,RL,m
96,9,13.0,3,RL,m
96,10,16.0,3,RL,m
96,11,4.0,4,RL,m
96,12,44.0,4,RL,m
96,13,17.0,4,RL,m
96,14,8.0,4,RL,m
96,15,25.0,4,RL,m
97,1,15.0,1,RL,w
97,2,12.0,1,RL,w
97,3,19.0,1,RL,w
97,4,16.0,1,RL,w
97,5,8.0,1,RL,w
97,6,14.0,3,RL,w
97,7,20.0,3,RL,w
97,8,24.0,3,RL,w
97,9,26.0,3,RL,w
97,10,36.0,3,RL,w
97,11,16.0,4,RL,w
97,12,23.0,4,RL,w
97,13,25.0,4,RL,w
97,14,23.0,4,RL,w
97,15,15.0,4,RL,w
98,1,5.0,1,RL,w
98,2,17.0,1,RL,w
98,3,12.0,1,RL,w
98,4,27.0,1,RL,w
98,5,22.0,1,RL,w
98,6,11.0,2,RL,w
98,7,26.0,2,RL,w
98,8,12.0,2,RL,w
98,9,30.0,2,RL,w
98,10,14.0,2,RL,w
98,11,36.0,3,RL,w
98,12,20.0,3,RL,w
98,13,32.0,3,RL,w
98,14,42.0,3,RL,w
98,15,29.0,3,RL,w
98,16,43.0,4,RL,w
98,17,21.0,4,RL,w
98,18,26.0,4,RL,w
98,19,39.0,4,RL,w
98,20,41.0,4,RL,w
99,1,7.0,1,RL,m
99,2,55.0,1,RL,m
99,3,6.0,1,RL,m
99,4,10.0,1,RL,m
99,5,65.0,1,RL,m
99,6,47.0,2,RL,m
99,7,53.0,2,RL,m
99,8,63.0,2,RL,m
99,9,25.0,2,RL,m
99,10,22.0,2,RL,m
99,11,94.0,4,RL,m
99,12,32.0,4,RL,m
99,13,86.0,4,RL,m
99,14,100.0,4,RL,m
99,15,43.0,4,RL,m
100,1,10.0,2,RL,w
100,2,15.0,2,RL,w
100,3,14.0,2,RL,w
100,4,21.0,2,RL,w
100,5,30.0,2,RL,w
100,6,14.0,3,RL,w
100,7,18.0,3,RL,w
100,8,10.0,3,RL,w
100,9,20.0,3,RL,w
100,10,25.0,3,RL,w
101,1,14.0,1,RL,m
101,2,4.0,1,RL,m
101,3,7.0,1,RL,m
101,4,6.0,1,RL,m
101,5,11.0,1,RL,m
101,6,8.0,2,RL,m
101,7,4.0,2,RL,m
101,8,5.0,2,RL,m
101,9,19.0,2,RL,m
101,10,6.0,2,RL,m
101,11,32.0,3,RL,m
101,12,15.0,3,RL,m
101,13,71.0,3,RL,m
101,14,12.0,3,RL,m
101,15,37.0,3,RL,m
101,16,39.0,4,RL,m
101,17,31.0,4,RL,m
101,18,36.0,4,RL,m
101,19,35.0,4,RL,m
101,20,17.0,4,RL,m
102,1,34.0,1,RL,w
102,2,5.0,1,RL,w
102,3,5.0,1,RL,w
102,4,13.0,1,RL,w
102,5,14.0,1,RL,w
102,6,27.0,3,RL,w
102,7,23.0,3,RL,w
102,8,56.0,3,RL,w
102,9,57.0,3,RL,w
102,10,11.0,3,RL,w
102,11,19.0,4,RL,w
102,12,17.0,4,RL,w
102,13,18.0,4,RL,w
102,14,43.0,4,RL,w
102,15,52.0,4,RL,w
103,1,3.0,1,RL,m
103,2,6.0,1,RL,m
103,3,5.0,1,RL,m
103,4,4.0,1,RL,m
103,5,5.0,1,RL,m
103,6,5.0,2,RL,m
103,7,16.0,2,RL,m
103,8,7.0,2,RL,m
103,9,7.0,2,RL,m
103,10,4.0,2,RL,m
103,11,8.0,3,RL,m
103,12,18.0,3,RL,m
103,13,3.0,3,RL,m
103,14,8.0,3,RL,m
103,15,8.0,3,RL,m
103,16,12.0,4,RL,m
103,17,6.0,4,RL,m
103,18,14.0,4,RL,m
103,19,10.0,4,RL,m
103,20,9.0,4,RL,m
104,1,44.0,1,RL,m
104,2,100.0,1,RL,m
104,3,100.0,1,RL,m
104,4,100.0,1,RL,m
104,5,89.0,1,RL,m
104,6,100.0,2,RL,m
104,7,100.0,2,RL,m
104,8,100.0,2,RL,m
104,9,100.0,2,RL,m
104,10,100.0,2,RL,m
104,11,100.0,3,RL,m
104,12,100.0,3,RL,m
104,13,100.0,3,RL,m
104,14,100.0,3,RL,m
104,15,100.0,3,RL,m
104,16,100.0,4,RL,m
104,17,100.0,4,RL,m
104,18,100.0,4,RL,m
104,19,100.0,4,RL,m
104,20,100.0,4,RL,m
105,1,8.0,1,RL,m
105,2,6.0,1,RL,m
105,3,9.0,1,RL,m
105,4,5.0,1,RL,m
105,5,15.0,1,RL,m
105,6,19.0,2,RL,m
105,7,12.0,2,RL,m
105,8,10.0,2,RL,m
105,9,10.0,2,RL,m
105,10,12.0,2,RL,m
105,11,10.0,3,RL,m
105,12,10.0,3,RL,m
105,13,15.0,3,RL,m
105,14,20.0,3,RL,m
105,15,17.0,3,RL,m
105,16,20.0,4,RL,m
105,17,18.0,4,RL,m
105,18,13.0,4,RL,m
105,19,30.0,4,RL,m
105,20,24.0,4,RL,m
106,1,4.0,1,RL,w
106,2,5.0,1,RL,w
106,3,8.0,1,RL,w
106,4,9.0,1,RL,w
106,5,13.0,1,RL,w
106,6,25.0,2,RL,w
106,7,20.0,2,RL,w
106,8,7.0,2,RL,w
106,9,10.0,2,RL,w
106,10,20.0,2,RL,w
107,1,6.0,1,RL,m
107,2,7.0,1,RL,m
107,3,2.0,1,RL,m
107,4,5.0,1,RL,m
107,5,6.0,1,RL,m
107,6,3.0,2,RL,m
107,7,3.0,2,RL,m
107,8,4.0,2,RL,m
107,9,5.0,2,RL,m
107,10,6.0,2,RL,m
107,11,2.0,3,RL,m
107,12,9.0,3,RL,m
107,13,11.0,3,RL,m
107,14,5.0,3,RL,m
107,15,5.0,3,RL,m
107,16,5.0,4,RL,m
107,17,15.0,4,RL,m
107,18,6.0,4,RL,m
107,19,9.0,4,RL,m
107,20,5.0,4,RL,m
108,1,2.0,1,RL,m
108,2,6.0,1,RL,m
108,3,4.0,1,RL,m
108,4,2.0,1,RL,m
108,5,8.0,1,RL,m
108,6,4.0,2,RL,m
108,7,4.0,2,RL,m
108,8,2.0,2,RL,m
108,9,2.0,2,RL,m
108,10,7.0,2,RL,m
108,11,14.0,3,RL,m
108,12,10.0,3,RL,m
108,13,4.0,3,RL,m
108,14,3.0,3,RL,m
108,15,9.0,3,RL,m
108,16,8.0,4,RL,m
108,17,6.0,4,RL,m
108,18,3.0,4,RL,m
108,19,13.0,4,RL,m
108,20,14.0,4,RL,m
109,1,4.0,1,RL,w
109,2,6.0,1,RL,w
109,3,5.0,1,RL,w
109,4,3.0,1,RL,w
109,5,16.0,1,RL,w
109,6,15.0,2,RL,w
109,7,14.0,2,RL,w
109,8,20.0,2,RL,w
109,9,12.0,2,RL,w
109,10,29.0,2,RL,w
109,11,8.0,3,RL,w
109,12,17.0,3,RL,w
109,13,20.0,3,RL,w
109,14,32.0,3,RL,w
109,15,18.0,3,RL,w
109,16,20.0,4,RL,w
109,17,25.0,4,RL,w
109,18,17.0,4,RL,w
109,19,19.0,4,RL,w
109,20,18.0,4,RL,w
110,1,20.0,1,RL,m
110,2,36.0,1,RL,m
110,3,21.0,1,RL,m
110,4,54.0,1,RL,m
110,5,24.0,1,RL,m
110,6,43.0,2,RL,m
110,7,40.0,2,RL,m
110,8,18.0,2,RL,m
110,9,20.0,2,RL,m
110,10,58.0,2,RL,m
110,11,78.0,3,RL,m
110,12,51.0,3,RL,m
110,13,76.0,3,RL,m
110,14,18.0,3,RL,m
110,15,41.0,3,RL,m
110,16,72.0,4,RL,m
110,17,42.0,4,RL,m
110,18,72.0,4,RL,m
110,19,42.0,4,RL,m
110,20,43.0,4,RL,m
111,1,10.0,1,RL,m
111,2,28.0,1,RL,m
111,3,11.0,1,RL,m
111,4,9.0,1,RL,m
111,5,9.0,1,RL,m
111,6,19.0,2,RL,m
111,7,2.0,2,RL,m
111,8,44.0,2,RL,m
111,9,25.0,2,RL,m
111,10,38.0,2,RL,m
111,11,34.0,3,RL,m
111,12,21.0,3,RL,m
111,13,38.0,3,RL,m
111,14,40.0,3,RL,m
111,15,35.0,3,RL,m
111,16,50.0,4,RL,m
111,17,55.0,4,RL,m
111,18,47.0,4,RL,m
111,19,10.0,4,RL,m
111,20,11.0,4,RL,m
112,1,32.0,1,RL,m
112,2,27.0,1,RL,m
112,3,7.0,1,RL,m
112,4,32.0,1,RL,m
112,5,8.0,1,RL,m
112,6,32.0,2,RL,m
112,7,100.0,2,RL,m
112,8,30.0,2,RL,m
112,9,12.0,2,RL,m
112,10,12.0,2,RL,m
112,11,64.0,3,RL,m
112,12,38.0,3,RL,m
112,13,44.0,3,RL,m
112,14,77.0,3,RL,m
112,15,83.0,3,RL,m
112,16,100.0,4,RL,m
112,17,15.0,4,RL,m
112,18,30.0,4,RL,m
112,19,100.0,4,RL,m
112,20,92.0,4,RL,m
113,1,38.0,1,RL,m
113,2,100.0,1,RL,m
113,3,67.0,1,RL,m
113,4,40.0,1,RL,m
113,5,100.0,1,RL,m
113,6,100.0,2,RL,m
113,7,63.0,2,RL,m
113,8,72.0,2,RL,m
113,9,100.0,2,RL,m
113,10,80.0,2,RL,m
113,11,100.0,3,RL,m
113,12,100.0,3,RL,m
113,13,100.0,3,RL,m
113,14,100.0,3,RL,m
113,15,100.0,3,RL,m
113,16,100.0,4,RL,m
113,17,100.0,4,RL,m
113,18,100.0,4,RL,m
113,19,100.0,4,RL,m
113,20,100.0,4,RL,m
114,1,3.0,1,RL,m
114,2,5.0,1,RL,m
114,3,4.0,1,RL,m
114,4,3.0,1,RL,m
114,5,2.0,1,RL,m
114,6,6.0,2,RL,m
114,7,7.0,2,RL,m
114,8,8.0,2,RL,m
114,9,10.0,2,RL,m
114,10,4.0,2,RL,m
114,11,15.0,3,RL,m
114,12,12.0,3,RL,m
114,13,19.0,3,RL,m
114,14,9.0,3,RL,m
114,15,5.0,3,RL,m
114,16,16.0,4,RL,m
114,17,13.0,4,RL,m
114,18,19.0,4,RL,m
114,19,25.0,4,RL,m
114,20,22.0,4,RL,m
115,1,100.0,1,RL,m
115,2,31.0,1,RL,m
115,3,100.0,1,RL,m
115,4,61.0,1,RL,m
115,5,100.0,1,RL,m
115,6,100.0,2,RL,m
115,7,14.0,2,RL,m
115,8,100.0,2,RL,m
115,9,100.0,2,RL,m
115,10,100.0,2,RL,m
115,11,100.0,3,RL,m
115,12,100.0,3,RL,m
115,13,100.0,3,RL,m
115,14,100.0,3,RL,m
115,15,100.0,3,RL,m
115,16,100.0,4,RL,m
115,17,100.0,4,RL,m
115,18,100.0,4,RL,m
115,19,100.0,4,RL,m
115,20,100.0,4,RL,m
116,1,8.0,1,RL,m
116,2,7.0,1,RL,m
116,3,8.0,1,RL,m
116,4,4.0,1,RL,m
116,5,10.0,1,RL,m
116,6,5.0,2,RL,m
116,7,18.0,2,RL,m
116,8,12.0,2,RL,m
116,9,15.0,2,RL,m
116,10,4.0,2,RL,m
116,11,9.0,3,RL,m
116,12,9.0,3,RL,m
116,13,16.0,3,RL,m
116,14,13.0,3,RL,m
116,15,23.0,3,RL,m
116,16,19.0,4,RL,m
116,17,9.0,4,RL,m
116,18,14.0,4,RL,m
116,19,19.0,4,RL,m
116,20,10.0,4,RL,m
117,1,1.0,1,RL,m
117,2,2.0,1,RL,m
117,3,1.0,1,RL,m
117,4,2.0,1,RL,m
117,5,1.0,1,RL,m
117,6,2.0,2,RL,m
117,7,1.0,2,RL,m
117,8,3.0,2,RL,m
117,9,1.0,2,RL,m
117,10,4.0,2,RL,m
117,11,4.0,3,RL,m
117,12,2.0,3,RL,m
117,13,4.0,3,RL,m
117,14,3.0,3,RL,m
117,15,4.0,3,RL,m
117,16,3.0,4,RL,m
117,17,4.0,4,RL,m
117,18,3.0,4,RL,m
117,19,13.0,4,RL,m
117,20,6.0,4,RL,m
118,1,17.0,1,RL,m
118,2,3.0,1,RL,m
118,3,16.0,1,RL,m
118,4,27.0,1,RL,m
118,5,16.0,1,RL,m
118,6,11.0,2,RL,m
118,7,9.0,2,RL,m
118,8,9.0,2,RL,m
118,9,20.0,2,RL,m
118,10,27.0,2,RL,m
118,11,20.0,3,RL,m
118,12,34.0,3,RL,m
118,13,8.0,3,RL,m
118,14,7.0,3,RL,m
118,15,17.0,3,RL,m
118,16,11.0,4,RL,m
118,17,8.0,4,RL,m
118,18,11.0,4,RL,m
118,19,25.0,4,RL,m
118,20,26.0,4,RL,m
119,1,5.0,1,RL,m
119,2,6.0,1,RL,m
119,3,1.0,1,RL,m
119,4,2.0,1,RL,m
119,5,7.0,1,RL,m
119,6,13.0,2,RL,m
119,7,15.0,2,RL,m
119,8,8.0,2,RL,m
119,9,6.0,2,RL,m
119,10,6.0,2,RL,m
119,11,24.0,3,RL,m
119,12,8.0,3,RL,m
119,13,4.0,3,RL,m
119,14,3.0,3,RL,m
119,15,4.0,3,RL,m
119,16,11.0,4,RL,m
119,17,15.0,4,RL,m
119,18,2.0,4,RL,m
119,19,23.0,4,RL,m
119,20,7.0,4,RL,m
120,1,14.0,1,RL,m
120,2,15.0,1,RL,m
120,3,8.0,1,RL,m
120,4,15.0,1,RL,m
120,5,10.0,1,RL,m
120,6,15.0,2,RL,m
120,7,18.0,2,RL,m
120,8,3.0,2,RL,m
120,9,35.0,2,RL,m
120,10,14.0,2,RL,m
120,11,19.0,3,RL,m
120,12,18.0,3,RL,m
120,13,18.0,3,RL,m
120,14,19.0,3,RL,m
120,15,10.0,3,RL,m
120,16,30.0,4,RL,m
120,17,19.0,4,RL,m
120,18,18.0,4,RL,m
120,19,19.0,4,RL,m
120,20,17.0,4,RL,m
121,1,11.0,1,RL,w
121,2,11.0,1,RL,w
121,3,8.0,1,RL,w
121,4,9.0,1,RL,w
121,5,5.0,1,RL,w
121,6,5.0,2,RL,w
121,7,11.0,2,RL,w
121,8,18.0,2,RL,w
121,9,7.0,2,RL,w
121,10,13.0,2,RL,w
121,11,14.0,3,RL,w
121,12,12.0,3,RL,w
121,13,10.0,3,RL,w
121,14,14.0,3,RL,w
121,15,14.0,3,RL,w
121,16,18.0,4,RL,w
121,17,15.0,4,RL,w
121,18,15.0,4,RL,w
121,19,16.0,4,RL,w
121,20,17.0,4,RL,w
122,1,2.0,1,RL,w
122,2,9.0,1,RL,w
122,3,8.0,1,RL,w
122,4,1.0,1,RL,w
122,5,11.0,1,RL,w
122,6,4.0,2,RL,w
122,7,7.0,2,RL,w
122,8,5.0,2,RL,w
122,9,9.0,2,RL,w
122,10,14.0,2,RL,w
122,11,7.0,3,RL,w
122,12,14.0,3,RL,w
122,13,14.0,3,RL,w
122,14,21.0,3,RL,w
122,15,18.0,3,RL,w
122,16,12.0,4,RL,w
122,17,17.0,4,RL,w
122,18,19.0,4,RL,w
122,19,10.0,4,RL,w
122,20,18.0,4,RL,w
1,1,1.0,1,VR,w
1,2,1.0,1,VR,w
1,3,1.0,1,VR,w
1,4,2.0,1,VR,w
1,5,1.0,2,VR,w
1,6,1.0,2,VR,w
1,7,1.0,2,VR,w
1,8,1.0,2,VR,w
1,9,1.0,2,VR,w
1,10,1.0,3,VR,w
1,11,2.0,3,VR,w
1,12,1.0,3,VR,w
1,13,1.0,3,VR,w
1,14,1.0,3,VR,w
1,15,1.0,4,VR,w
1,16,1.0,4,VR,w
2,1,1.0,1,VR,w
2,2,1.0,1,VR,w
2,3,2.0,1,VR,w
2,4,1.0,2,VR,w
2,5,1.0,2,VR,w
2,6,1.0,2,VR,w
2,7,1.0,2,VR,w
2,8,1.0,2,VR,w
2,9,1.0,3,VR,w
2,10,1.0,3,VR,w
2,11,1.0,3,VR,w
2,12,1.0,3,VR,w
2,13,2.0,3,VR,w
2,14,3.0,4,VR,w
2,15,1.0,4,VR,w
2,16,1.0,4,VR,w
2,17,2.0,4,VR,w
2,18,1.0,4,VR,w
3,1,1.0,1,VR,w
3,2,1.0,1,VR,w
3,3,1.0,1,VR,w
3,4,1.0,1,VR,w
3,5,1.0,1,VR,w
3,6,1.0,2,VR,w
3,7,1.0,2,VR,w
3,8,1.0,2,VR,w
4,1,1.0,1,VR,w
4,2,1.0,1,VR,w
4,3,1.0,1,VR,w
4,4,3.0,1,VR,w
4,5,1.0,1,VR,w
4,6,1.0,2,VR,w
4,7,1.0,2,VR,w
4,8,2.0,2,VR,w
4,9,1.0,2,VR,w
4,10,1.0,2,VR,w
4,11,2.0,3,VR,w
4,12,1.0,3,VR,w
4,13,1.0,3,VR,w
4,14,2.0,3,VR,w
4,15,1.0,3,VR,w
4,16,1.0,4,VR,w
4,17,1.0,4,VR,w
4,18,1.0,4,VR,w
4,19,1.0,4,VR,w
4,20,1.0,4,VR,w
5,1,1.0,1,VR,w
5,2,2.0,1,VR,w
5,3,2.0,1,VR,w
5,4,2.0,1,VR,w
5,5,1.0,1,VR,w
5,6,1.0,2,VR,w
5,7,1.0,2,VR,w
5,8,1.0,2,VR,w
5,9,2.0,2,VR,w
5,10,1.0,2,VR,w
6,1,1.0,1,VR,m
6,2,1.0,1,VR,m
6,3,1.0,1,VR,m
6,4,1.0,1,VR,m
6,5,1.0,1,VR,m
6,6,1.0,2,VR,m
6,7,1.0,2,VR,m
6,8,1.0,2,VR,m
6,9,2.0,2,VR,m
6,10,1.0,2,VR,m
6,11,1.0,3,VR,m
6,12,1.0,3,VR,m
6,13,1.0,3,VR,m
6,14,2.0,3,VR,m
6,15,1.0,3,VR,m
6,16,1.0,4,VR,m
6,17,1.0,4,VR,m
6,18,1.0,4,VR,m
7,1,2.0,1,VR,w
7,2,1.0,1,VR,w
7,3,1.0,2,VR,w
7,4,1.0,2,VR,w
7,5,1.0,2,VR,w
7,6,1.0,2,VR,w
7,7,1.0,2,VR,w
7,8,1.0,4,VR,w
7,9,1.0,4,VR,w
7,10,1.0,4,VR,w
8,1,1.0,1,VR,m
8,2,1.0,1,VR,m
8,3,1.0,1,VR,m
8,4,1.0,1,VR,m
8,5,1.0,1,VR,m
8,6,1.0,2,VR,m
8,7,2.0,2,VR,m
8,8,1.0,3,VR,m
8,9,1.0,3,VR,m
8,10,2.0,3,VR,m
8,11,1.0,3,VR,m
8,12,2.0,3,VR,m
8,13,1.0,4,VR,m
8,14,2.0,4,VR,m
8,15,2.0,4,VR,m
8,16,1.0,4,VR,m
8,17,1.0,4,VR,m
9,1,1.0,1,VR,w
9,2,2.0,1,VR,w
9,3,1.0,1,VR,w
9,4,1.0,1,VR,w
9,5,1.0,1,VR,w
9,6,1.0,2,VR,w
9,7,1.0,2,VR,w
9,8,1.0,2,VR,w
9,9,1.0,2,VR,w
9,10,1.0,2,VR,w
9,11,1.0,3,VR,w
9,12,2.0,3,VR,w
9,13,1.0,3,VR,w
9,14,1.0,3,VR,w
9,15,1.0,3,VR,w
9,16,2.0,4,VR,w
9,17,1.0,4,VR,w
9,18,1.0,4,VR,w
9,19,1.0,4,VR,w
9,20,1.0,4,VR,w
10,1,1.0,1,VR,w
10,2,1.0,2,VR,w
10,3,1.0,2,VR,w
10,4,2.0,2,VR,w
10,5,1.0,3,VR,w
11,1,1.0,2,VR,m
11,2,1.0,2,VR,m
11,3,1.0,2,VR,m
11,4,1.0,2,VR,m
11,5,2.0,3,VR,m
11,6,1.0,3,VR,m
11,7,1.0,3,VR,m
11,8,1.0,3,VR,m
11,9,4.0,3,VR,m
11,10,1.0,4,VR,m
11,11,1.0,4,VR,m
11,12,1.0,4,VR,m
11,13,1.0,4,VR,m
11,14,1.0,4,VR,m
12,1,1.0,1,VR,m
12,2,1.0,1,VR,m
12,3,1.0,1,VR,m
12,4,3.0,1,VR,m
12,5,1.0,1,VR,m
12,6,1.0,2,VR,m
12,7,2.0,2,VR,m
12,8,1.0,2,VR,m
12,9,1.0,2,VR,m
12,10,3.0,2,VR,m
12,11,1.0,3,VR,m
12,12,1.0,3,VR,m
12,13,3.0,3,VR,m
12,14,1.0,3,VR,m
12,15,1.0,3,VR,m
12,16,1.0,4,VR,m
12,17,2.0,4,VR,m
12,18,1.0,4,VR,m
12,19,2.0,4,VR,m
12,20,2.0,4,VR,m
13,1,1.0,1,VR,m
13,2,1.0,1,VR,m
13,3,2.0,1,VR,m
13,4,1.0,1,VR,m
13,5,2.0,1,VR,m
13,6,2.0,2,VR,m
13,7,2.0,2,VR,m
13,8,2.0,2,VR,m
13,9,2.0,2,VR,m
13,10,2.0,2,VR,m
13,11,1.0,3,VR,m
13,12,1.0,3,VR,m
13,13,1.0,3,VR,m
13,14,1.0,3,VR,m
13,15,1.0,3,VR,m
13,16,1.0,4,VR,m
13,17,2.0,4,VR,m
13,18,1.0,4,VR,m
13,19,1.0,4,VR,m
13,20,3.0,4,VR,m
14,1,1.0,2,VR,m
14,2,1.0,2,VR,m
14,3,1.0,2,VR,m
14,4,1.0,2,VR,m
14,5,1.0,2,VR,m
14,6,1.0,3,VR,m
14,7,2.0,4,VR,m
14,8,1.0,4,VR,m
14,9,1.0,4,VR,m
14,10,5.0,4,VR,m
14,11,1.0,4,VR,m
16,1,2.0,1,VR,m
16,2,1.0,1,VR,m
16,3,1.0,1,VR,m
16,4,1.0,1,VR,m
16,5,1.0,1,VR,m
16,6,1.0,2,VR,m
16,7,2.0,2,VR,m
16,8,1.0,2,VR,m
16,9,1.0,2,VR,m
16,10,1.0,2,VR,m
16,11,1.0,3,VR,m
16,12,1.0,3,VR,m
16,13,1.0,3,VR,m
16,14,1.0,3,VR,m
16,15,1.0,3,VR,m
16,16,1.0,4,VR,m
17,1,1.0,2,VR,m
17,2,1.0,2,VR,m
17,3,1.0,2,VR,m
17,4,1.0,2,VR,m
17,5,1.0,3,VR,m
17,6,1.0,3,VR,m
17,7,2.0,3,VR,m
17,8,3.0,3,VR,m
17,9,1.0,3,VR,m
17,10,1.0,4,VR,m
17,11,1.0,4,VR,m
17,12,3.0,4,VR,m
17,13,1.0,4,VR,m
17,14,1.0,4,VR,m
18,1,1.0,1,VR,w
18,2,0.0,2,VR,w
18,3,0.0,3,VR,w
18,4,2.0,4,VR,w
18,5,1.0,4,VR,w
19,1,1.0,2,VR,m
19,2,1.0,2,VR,m
19,3,1.0,2,VR,m
19,4,2.0,2,VR,m
19,5,1.0,2,VR,m
19,6,1.0,4,VR,m
19,7,2.0,4,VR,m
19,8,3.0,4,VR,m
19,9,1.0,4,VR,m
19,10,2.0,4,VR,m
20,1,1.0,1,VR,m
20,2,2.0,2,VR,m
20,3,1.0,2,VR,m
20,4,1.0,3,VR,m
20,5,2.0,3,VR,m
20,6,1.0,3,VR,m
20,7,1.0,3,VR,m
20,8,1.0,3,VR,m
20,9,1.0,4,VR,m
20,10,1.0,4,VR,m
21,1,1.0,1,VR,w
21,2,2.0,1,VR,w
21,3,1.0,1,VR,w
21,4,1.0,1,VR,w
21,5,1.0,1,VR,w
21,6,1.0,2,VR,w
21,7,1.0,2,VR,w
21,8,1.0,2,VR,w
21,9,2.0,2,VR,w
21,10,1.0,2,VR,w
21,11,1.0,3,VR,w
21,12,1.0,4,VR,w
21,13,1.0,4,VR,w
21,14,1.0,4,VR,w
21,15,1.0,4,VR,w
21,16,1.0,4,VR,w
22,1,1.0,2,VR,w
22,2,1.0,2,VR,w
22,3,1.0,2,VR,w
22,4,1.0,2,VR,w
22,5,1.0,2,VR,w
22,6,1.0,3,VR,w
22,7,1.0,3,VR,w
22,8,1.0,3,VR,w
22,9,1.0,3,VR,w
22,10,1.0,3,VR,w
22,11,3.0,4,VR,w
22,12,1.0,4,VR,w
22,13,6.0,4,VR,w
22,14,1.0,4,VR,w
22,15,1.0,4,VR,w
23,1,1.0,1,VR,m
23,2,1.0,1,VR,m
23,3,1.0,1,VR,m
23,4,2.0,1,VR,m
23,5,1.0,1,VR,m
23,6,1.0,2,VR,m
23,7,1.0,2,VR,m
23,8,2.0,2,VR,m
23,9,1.0,2,VR,m
23,10,1.0,2,VR,m
23,11,1.0,3,VR,m
23,12,1.0,3,VR,m
23,13,1.0,3,VR,m
23,14,1.0,3,VR,m
23,15,1.0,3,VR,m
23,16,1.0,4,VR,m
23,17,1.0,4,VR,m
23,18,1.0,4,VR,m
23,19,2.0,4,VR,m
23,20,2.0,4,VR,m
24,1,1.0,1,VR,w
24,2,1.0,1,VR,w
24,3,1.0,1,VR,w
24,4,1.0,1,VR,w
24,5,2.0,1,VR,w
24,6,2.0,2,VR,w
24,7,1.0,2,VR,w
24,8,1.0,2,VR,w
24,9,1.0,2,VR,w
24,10,2.0,2,VR,w
24,11,1.0,3,VR,w
24,12,1.0,3,VR,w
24,13,1.0,3,VR,w
24,14,1.0,3,VR,w
24,15,2.0,3,VR,w
24,16,2.0,4,VR,w
24,17,1.0,4,VR,w
24,18,1.0,4,VR,w
24,19,1.0,4,VR,w
24,20,1.0,4,VR,w
25,1,1.0,1,VR,w
25,2,1.0,1,VR,w
25,3,1.0,1,VR,w
25,4,1.0,1,VR,w
25,5,1.0,1,VR,w
26,1,1.0,1,VR,w
26,2,2.0,2,VR,w
26,3,1.0,2,VR,w
26,4,1.0,2,VR,w
26,5,2.0,2,VR,w
26,6,1.0,2,VR,w
26,7,2.0,3,VR,w
26,8,2.0,3,VR,w
26,9,2.0,3,VR,w
26,10,1.0,3,VR,w
26,11,1.0,3,VR,w
26,12,1.0,4,VR,w
26,13,1.0,4,VR,w
26,14,1.0,4,VR,w
26,15,1.0,4,VR,w
26,16,1.0,4,VR,w
27,1,1.0,1,VR,w
27,2,1.0,2,VR,w
27,3,1.0,2,VR,w
27,4,2.0,2,VR,w
27,5,2.0,2,VR,w
27,6,1.0,2,VR,w
27,7,1.0,3,VR,w
27,8,2.0,3,VR,w
27,9,1.0,3,VR,w
27,10,1.0,3,VR,w
27,11,1.0,4,VR,w
27,12,1.0,4,VR,w
27,13,1.0,4,VR,w
27,14,1.0,4,VR,w
27,15,1.0,4,VR,w
28,1,1.0,1,VR,m
28,2,2.0,1,VR,m
28,3,1.0,1,VR,m
28,4,1.0,1,VR,m
28,5,1.0,1,VR,m
28,6,1.0,2,VR,m
28,7,1.0,2,VR,m
28,8,1.0,2,VR,m
28,9,1.0,2,VR,m
28,10,3.0,2,VR,m
28,11,1.0,3,VR,m
28,12,1.0,3,VR,m
28,13,1.0,3,VR,m
28,14,2.0,3,VR,m
28,15,1.0,3,VR,m
28,16,2.0,4,VR,m
28,17,1.0,4,VR,m
28,18,1.0,4,VR,m
28,19,3.0,4,VR,m
28,20,1.0,4,VR,m
29,1,1.0,2,VR,w
29,2,1.0,3,VR,w
29,3,1.0,4,VR,w
29,4,2.0,4,VR,w
29,5,1.0,4,VR,w
29,6,1.0,4,VR,w
30,1,1.0,1,VR,m
30,2,1.0,1,VR,m
30,3,1.0,1,VR,m
30,4,1.0,4,VR,m
30,5,1.0,4,VR,m
31,1,1.0,1,VR,m
31,2,1.0,1,VR,m
