ID,Date,Success,RotationDegree,ThrowDegree,StrenghValue,Direction,Source
7, 2025-02-12 10:23:06, False,5.86,111.78,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,346.83,18.92,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,361.4,4.05,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,232.92,16.32,0.0, links,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,5.45,174.06,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,3.2,87.54,0.0, links,DrehenFangen.csv
7, 2025-02-12 10:23:06, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,0.91,164.53,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,4.33,30.85,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
7, 2025-02-12 10:23:06, False,7.11,97.39,0.0, rechts,DrehenFangen.csv
1, 2025-02-12 10:26:27, False,3.37,75.27,0.0, rechts,DrehenFangen.csv
1, 2025-02-12 10:26:27, False,0.2,90.99,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,397.16,7.77,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,158.68,8.36,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,34.03,22.89,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,35.62,11.78,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,335.49,4.02,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,344.7,9.4,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,335.61,7.67,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,317.01,16.12,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,383.96,13.55,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, True,1.34,107.78,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,9.71,26.44,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,3.29,23.96,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,366.55,19.31,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, True,0.0,0.0,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,13.8,20.54,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,344.12,59.47,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,363.55,14.82,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,369.44,31.61,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,15.21,24.35,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,1.97,66.39,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,338.62,13.84,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,9.71,60.22,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,337.55,11.53,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,359.59,7.18,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,1.54,104.82,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,36.31,18.17,0.0, links,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,306.27,4.56,0.0, rechts,DrehenFangen.csv
12, 2025-02-12 10:38:16, False,334.23,17.05,0.0, rechts,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,0.92,38.48,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,0.5,118.79,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,2.05,38.65,0.0, links,DrehenFangen.csv
3, 2025-02-12 10:39:43, False,3.49,40.14,0.0, links,DrehenFangen.csv
