ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
12; 2025-03-05 10:18:47; True; 357.06; 3.34; 0.00; rechts
12; 2025-03-05 10:18:54; False; 294.25; 3.76; 0.00; rechts
12; 2025-03-05 10:19:01; True; 305.04; 1.74; 0.00; rechts
12; 2025-03-05 10:19:06; False; 344.26; 4.41; 0.00; rechts
12; 2025-03-05 10:19:13; False; 339.07; 1.47; 0.00; rechts
12; 2025-03-05 10:19:17; True; 0.00; 0.00; 0.00; rechts
12; 2025-03-05 10:19:21; False; 155.58; 6.98; 0.00; rechts
12; 2025-03-05 10:19:23; True; 0.00; 0.00; 0.00; rechts
12; 2025-03-05 10:19:29; False; 334.00; 0.28; 0.00; rechts
12; 2025-03-05 10:19:34; False; 265.34; 7.34; 0.00; rechts
12; 2025-03-05 10:19:43; True; 0.00; 0.00; 0.00; rechts
12; 2025-03-05 10:19:52; True; 0.01; 0.00; 0.00; rechts
12; 2025-03-05 10:19:55; False; 268.19; 10.86; 0.00; rechts
12; 2025-03-05 10:20:00; False; 287.20; 13.56; 0.00; rechts
12; 2025-03-05 10:20:08; False; 244.01; 8.60; 0.00; rechts
12; 2025-03-05 10:20:23; True; 0.02; 0.00; 0.00; links
12; 2025-03-05 10:20:26; False; 130.98; 2.89; 0.00; rechts
12; 2025-03-05 10:20:30; False; 19.66; 7.16; 0.00; links
12; 2025-03-05 10:20:36; True; 307.74; 2.36; 0.00; rechts
12; 2025-03-05 10:20:38; True; 0.00; 0.00; 0.00; rechts
12; 2025-03-05 10:20:42; False; 0.27; 12.98; 0.00; rechts
12; 2025-03-05 10:20:48; False; 0.21; 4.53; 0.00; links
12; 2025-03-05 10:20:55; True; 259.39; 2.06; 0.00; links
12; 2025-03-05 10:21:00; False; 20.70; 41.90; 0.00; rechts
12; 2025-03-05 10:21:04; False; 3.12; 40.24; 0.00; links
12; 2025-03-05 10:21:08; False; 7.86; 29.98; 0.00; rechts
12; 2025-03-05 10:21:24; True; 360.01; 0.00; 0.00; rechts
12; 2025-03-05 10:21:28; False; 319.71; 1.21; 0.00; rechts
12; 2025-03-05 10:21:35; True; 9.88; 1.76; 0.00; links
12; 2025-03-05 10:21:36; False; 17.06; 66.35; 0.00; rechts
