ID; Date; Points
6; 2025-02-12 10:14:36; 3
6; 2025-02-12 10:14:36; 1
6; 2025-02-12 10:14:36; 3
6; 2025-02-12 10:14:36; 2
6; 2025-02-12 10:14:36; 1
6; 2025-02-12 10:14:36; 2
6; 2025-02-12 10:14:36; 1
6; 2025-02-12 10:14:36; 2
6; 2025-02-12 10:14:36; 5
6; 2025-02-12 10:14:36; 1
6; 2025-02-12 10:14:36; 1
12; 2025-02-12 10:32:16; 3
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 3
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 28
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 6
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 6
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 3
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 3
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 16
12; 2025-02-12 10:32:16; 2
12; 2025-02-12 10:32:16; 4
12; 2025-02-12 10:32:16; 1
12; 2025-02-12 10:32:16; 2
23; 2025-02-12 10:57:08; 4
23; 2025-02-12 10:57:08; 2
23; 2025-02-12 10:57:08; 2
23; 2025-02-12 10:57:08; 10
23; 2025-02-12 10:57:08; 3
23; 2025-02-12 10:57:08; 2
23; 2025-02-12 10:57:08; 3
23; 2025-02-12 10:57:08; 8
23; 2025-02-12 10:57:08; 2
23; 2025-02-12 10:57:08; 10
23; 2025-02-12 10:57:08; 5
27; 2025-02-12 11:13:46; 2
27; 2025-02-12 11:13:46; 2
