ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
6; 2025-02-12 10:20:36; False; 1.78; 12.62; 0.00; links
6; 2025-02-12 10:20:36; True; 48.17; 6.23; 0.00; links
6; 2025-02-12 10:20:36; False; 0.05; 151.78; 0.00; links
6; 2025-02-12 10:20:36; False; 304.52; 2.79; 0.00; links
6; 2025-02-12 10:20:36; False; 362.50; 11.13; 0.00; links
6; 2025-02-12 10:20:36; False; 375.44; 7.20; 0.00; links
6; 2025-02-12 10:20:36; False; 255.87; 3.88; 0.00; links
6; 2025-02-12 10:20:36; False; 8.76; 34.07; 0.00; rechts
6; 2025-02-12 10:20:36; False; 5.64; 28.79; 0.00; rechts
6; 2025-02-12 10:20:36; False; 401.76; 4.44; 0.00; links
6; 2025-02-12 10:20:36; False; 342.42; 4.78; 0.00; links
6; 2025-02-12 10:20:36; False; 4.92; 15.01; 0.00; rechts
6; 2025-02-12 10:20:36; False; 347.65; 20.55; 0.00; links
6; 2025-02-12 10:20:36; False; 352.34; 5.47; 0.00; links
6; 2025-02-12 10:20:36; False; 345.23; 6.43; 0.00; links
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; False; 1.61; 110.52; 0.00; links
6; 2025-02-12 10:20:36; True; 1.68; 29.75; 0.00; rechts
6; 2025-02-12 10:20:36; True; 2.51; 124.04; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.09; 48.01; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.54; 133.44; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.01; 158.48; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.27; 141.97; 0.00; links
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.25; 169.80; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.01; 156.11; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 247.16; 3.08; 0.00; links
6; 2025-02-12 10:20:36; False; 351.01; 11.76; 0.00; links
6; 2025-02-12 10:20:36; False; 0.47; 13.98; 0.00; rechts
6; 2025-02-12 10:20:36; False; 371.03; 6.07; 0.00; links
6; 2025-02-12 10:20:36; False; 348.50; 14.00; 0.00; links
6; 2025-02-12 10:20:36; True; 17.73; 5.95; 0.00; links
6; 2025-02-12 10:20:36; False; 324.28; 3.25; 0.00; links
6; 2025-02-12 10:20:36; False; 0.76; 70.70; 0.00; links
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 2.86; 132.80; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.75; 140.78; 0.00; rechts
6; 2025-02-12 10:20:36; True; 1.04; 145.08; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.06; 135.49; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.34; 143.73; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 171.37; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 158.39; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.23; 146.24; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 0.00; 0.00; 0.00; rechts
6; 2025-02-12 10:20:36; True; 178.15; 1.99; 0.00; links
