ID; Date; Success; Distance; Fall Velocity; Pass Time
6; 2025-02-12 10:23:37; False; 0.37; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 1.62; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 0.25; 0.00; 1.50
6; 2025-02-12 10:23:37; True; 1.03; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 1.03; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 4.55; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 0.25; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 0.89; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 0.44; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 1.68; 0.00; 1.50
6; 2025-02-12 10:23:37; False; 1.12; 0.00; 1.50
6; 2025-02-12 10:23:37; Reset Count; 4
12; 2025-02-12 10:41:16; False; 0.41; 0.00; 1.50
12; 2025-02-12 10:41:16; False; 0.73; 0.00; 1.50
12; 2025-02-12 10:41:16; False; 1.78; 0.00; 1.50
12; 2025-02-12 10:41:16; False; 3.53; 0.00; 1.50
12; 2025-02-12 10:41:16; Reset Count; 17
23; 2025-02-12 11:06:08; False; 0.25; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 0.22; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 2.24; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 1.25; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 1.48; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 0.62; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 0.46; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 0.61; 0.00; 1.50
23; 2025-02-12 11:06:08; False; 0.43; 0.00; 1.50
23; 2025-02-12 11:06:08; Reset Count; 7
27; 2025-02-12 11:22:47; False; 0.70; 0.00; 1.50
27; 2025-02-12 11:22:47; False; 1.39; 0.00; 1.50
27; 2025-02-12 11:22:47; False; 0.10; 0.00; 1.50
27; 2025-02-12 11:22:47; False; 9.06; 0.00; 1.50
27; 2025-02-12 11:22:47; False; 0.92; 0.00; 1.50
27; 2025-02-12 11:22:47; False; 1.14; 0.00; 1.50
27; 2025-02-12 11:22:47; Reset Count; 8
