ID; Date; Success; Distance; Fall Velocity; Pass Time
44; 2025-03-06 08:51:59; False; 0.50; 0.00; 1.50
44; 2025-03-06 08:52:31; False; 0.22; 0.00; 1.50
44; 2025-03-06 08:53:03; True; 0.44; 0.00; 1.50
44; 2025-03-06 08:53:08; False; 2.02; 0.00; 1.50
44; 2025-03-06 08:53:38; False; 0.10; 0.00; 1.50
44; 2025-03-06 08:53:49; False; 2.49; 0.00; 1.50
44; 2025-03-06 08:54:03; False; 1.01; 0.00; 1.50
44; 2025-03-06 08:54:13; False; 0.94; 0.00; 1.50
44; 2025-03-06 08:54:21; False; 0.97; 0.00; 1.50
44; - ;Reset Count; 19
