ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
59; 2025-02-20 19:29:44; False; 42.01; 8.78; 0.00; rechts
59; 2025-02-20 19:30:00; False; 394.51; 3.92; 0.00; links
59; 2025-02-20 19:30:06; True; 385.69; 2.79; 0.00; links
59; 2025-02-20 19:30:12; True; 393.44; 3.87; 0.00; links
59; 2025-02-20 19:30:18; False; 149.49; 6.50; 0.00; links
59; 2025-02-20 19:30:23; True; 402.96; 4.95; 0.00; links
59; 2025-02-20 19:30:28; False; 349.21; 6.57; 0.00; links
59; 2025-02-20 19:30:35; False; 0.34; 31.68; 0.00; links
59; 2025-02-20 19:30:39; False; 369.55; 9.86; 0.00; links
59; 2025-02-20 19:30:44; False; 402.95; 8.27; 0.00; links
59; 2025-02-20 19:30:50; False; 10.74; 38.90; 0.00; rechts
59; 2025-02-20 19:30:54; False; 7.22; 36.57; 0.00; links
59; 2025-02-20 19:30:58; False; 2.87; 22.97; 0.00; rechts
59; 2025-02-20 19:31:12; False; 6.59; 33.49; 0.00; rechts
59; 2025-02-20 19:31:21; True; 364.02; 2.17; 0.00; links
59; 2025-02-20 19:31:38; False; 393.35; 2.92; 0.00; links
59; 2025-02-20 19:31:43; True; 364.63; 4.46; 0.00; links
59; 2025-02-20 19:31:47; False; 359.21; 2.21; 0.00; links
59; 2025-02-20 19:31:55; False; 44.66; 2.88; 0.00; rechts
59; 2025-02-20 19:32:00; False; 349.24; 13.95; 0.00; links
59; 2025-02-20 19:32:03; False; 6.49; 33.85; 0.00; rechts
59; 2025-02-20 19:32:07; False; 1.41; 42.83; 0.00; links
59; 2025-02-20 19:32:11; False; 3.67; 46.21; 0.00; links
59; 2025-02-20 19:32:17; False; 6.81; 18.96; 0.00; links
59; 2025-02-20 19:32:26; False; 394.30; 4.02; 0.00; links
59; 2025-02-20 19:32:31; False; 372.87; 9.31; 0.00; links
59; 2025-02-20 19:32:32; True; 5.87; 165.16; 0.00; links
59; 2025-02-20 19:32:33; False; 5.98; 95.23; 0.00; links
59; 2025-02-20 19:32:38; False; 391.90; 5.02; 0.00; links
