ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
2; 2025-02-12 19:11:07; False; 12.28; 130.02; 0.00; links
2; 2025-02-12 19:11:07; False; 4.62; 154.98; 0.00; links
2; 2025-02-12 19:11:07; False; 1.06; 93.69; 0.00; rechts
2; 2025-02-12 19:11:07; True; 0.19; 169.02; 0.00; rechts
2; 2025-02-12 19:11:07; False; 293.53; 0.48; 0.00; rechts
2; 2025-02-12 19:11:07; False; 308.46; 6.13; 0.00; rechts
2; 2025-02-12 19:11:07; False; 137.73; 43.99; 0.00; rechts
2; 2025-02-12 19:11:07; False; 314.54; 9.60; 0.00; rechts
2; 2025-02-12 19:11:07; False; 17.82; 5.60; 0.00; links
2; 2025-02-12 19:11:07; False; 4.48; 15.13; 0.00; rechts
2; 2025-02-12 19:11:07; False; 7.70; 7.68; 0.00; rechts
2; 2025-02-12 19:11:07; True; 3.65; 2.26; 0.00; rechts
2; 2025-02-12 19:11:07; True; 10.34; 2.15; 0.00; rechts
2; 2025-02-12 19:11:07; True; 2.64; 9.82; 0.00; rechts
2; 2025-02-12 19:11:07; True; 13.98; 11.37; 0.00; rechts
2; 2025-02-12 19:11:07; False; 78.82; 6.66; 0.00; links
2; 2025-02-12 19:11:07; False; 6.57; 1.06; 0.00; links
2; 2025-02-12 19:11:07; False; 331.83; 11.54; 0.00; rechts
2; 2025-02-12 19:11:07; False; 12.50; 2.92; 0.00; rechts
2; 2025-02-12 19:11:07; True; 25.72; 6.21; 0.00; links
2; 2025-02-12 19:11:07; False; 313.59; 4.94; 0.00; rechts
2; 2025-02-12 19:11:07; False; 26.43; 11.60; 0.00; links
2; 2025-02-12 19:11:07; False; 8.27; 23.98; 0.00; links
2; 2025-02-12 19:11:07; False; 317.37; 9.93; 0.00; rechts
2; 2025-02-12 19:11:07; True; 10.81; 1.64; 0.00; rechts
2; 2025-02-12 19:11:07; False; 28.49; 15.35; 0.00; links
2; 2025-02-12 19:11:07; False; 133.85; 11.15; 0.00; links
8; 2025-02-12 19:25:58; False; 14.53; 26.07; 0.00; links
8; 2025-02-12 19:25:58; False; 23.74; 15.67; 0.00; links
8; 2025-02-12 19:25:58; False; 256.12; 16.11; 0.00; links
8; 2025-02-12 19:25:58; False; 16.47; 12.36; 0.00; rechts
8; 2025-02-12 19:25:58; True; 12.24; 14.16; 0.00; links
8; 2025-02-12 19:25:58; True; 11.16; 16.41; 0.00; rechts
8; 2025-02-12 19:25:58; False; 1.72; 19.19; 0.00; links
