ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
55; 2025-02-20 09:10:12; False; 495,89; 5,32; 0,00; links
55; 2025-02-20 09:10:12; True; 0,84; 56,96; 0,00; rechts
55; 2025-02-20 09:10:17; False; 390,47; 5,74; 0,00; links
55; 2025-02-20 09:10:21; False; 363,90; 22,04; 0,00; links
55; 2025-02-20 09:10:28; False; 483,46; 2,74; 0,00; links
55; 2025-02-20 09:10:34; False; 378,25; 9,32; 0,00; links
55; 2025-02-20 09:10:41; False; 522,79; 11,85; 0,00; links
55; 2025-02-20 09:10:42; True; 0,62; 144,89; 0,00; rechts
55; 2025-02-20 09:10:47; False; 367,74; 15,69; 0,00; links
55; 2025-02-20 09:10:51; False; 532,69; 14,47; 0,00; links
55; 2025-02-20 09:11:04; False; 389,64; 12,37; 0,00; links
55; 2025-02-20 09:11:14; False; 4,85; 31,78; 0,00; links
55; 2025-02-20 09:11:20; False; 378,54; 16,83; 0,00; links
55; 2025-02-20 09:11:20; True; 0,25; 159,13; 0,00; rechts
55; 2025-02-20 09:11:24; False; 15,51; 26,26; 0,00; rechts
55; 2025-02-20 09:11:24; True; 0,09; 152,10; 0,00; rechts
55; 2025-02-20 09:11:28; False; 115,88; 6,73; 0,00; links
55; 2025-02-20 09:11:33; False; 188,42; 2,69; 0,00; links
55; 2025-02-20 09:11:38; False; 199,83; 5,28; 0,00; rechts
55; 2025-02-20 09:11:43; False; 463,19; 8,13; 0,00; links
55; 2025-02-20 09:11:44; False; 4,80; 96,59; 0,00; rechts
55; 2025-02-20 09:11:50; False; 164,64; 9,44; 0,00; links
55; 2025-02-20 09:11:51; True; 2,24; 62,59; 0,00; rechts
55; 2025-02-20 09:11:55; False; 442,79; 7,63; 0,00; links
55; 2025-02-20 09:12:00; False; 38,14; 12,52; 0,00; links
55; 2025-02-20 09:12:01; True; 1,85; 140,13; 0,00; rechts
55; 2025-02-20 09:12:04; False; 61,43; 8,29; 0,00; links
55; 2025-02-20 09:12:11; False; 112,02; 9,10; 0,00; links
55; 2025-02-20 09:12:15; False; 345,85; 14,29; 0,00; rechts
55; 2025-02-20 09:12:19; False; 516,69; 8,88; 0,00; links
55; 2025-02-20 09:12:25; False; 4,01; 49,32; 0,00; links
55; 2025-02-20 09:12:26; True; 0,83; 167,44; 0,00; rechts
55; 2025-02-20 09:12:29; False; 15,44; 32,02; 0,00; links
55; 2025-02-20 09:12:42; False; 19,11; 7,65; 0,00; links
55; 2025-02-20 09:12:47; False; 480,36; 6,24; 0,00; links
