ID; Date; Success; Distance; Fall Velocity; Pass Time
55; 2025-02-20 09:13:15; False; 0,06; 0,00; 1,50
55; 2025-02-20 09:13:23; False; 1,67; 0,00; 1,50
55; 2025-02-20 09:13:30; False; 0,31; 0,00; 1,50
55; 2025-02-20 09:13:36; False; 0,76; 0,00; 1,50
55; 2025-02-20 09:13:54; False; 0,01; 0,00; 1,50
55; 2025-02-20 09:14:09; False; 3,58; 0,00; 1,50
55; 2025-02-20 09:14:18; False; 1,30; 0,00; 1,50
55; 2025-02-20 09:14:24; False; 0,90; 0,00; 1,50
55; 2025-02-20 09:14:48; False; 1,07; 0,00; 1,50
55; 2025-02-20 09:14:54; False; 1,85; 0,00; 1,50
55; 2025-02-20 09:15:01; False; 1,99; 0,00; 1,50
55; 2025-02-20 09:15:10; False; 0,22; 0,00; 1,50
55; 2025-02-20 09:15:17; False; 0,90; 0,00; 1,50
55; 2025-02-20 09:15:33; False; 1,59; 0,00; 1,50
55; 2025-02-20 09:15:44; False; 3,56; 0,00; 1,50
55; 2025-02-20 09:15:52; True; 1,08; 0,00; 1,50
55; 2025-02-20 09:16:03; False; 0,10; 0,00; 1,50
55; - ;Reset Count; 4
