ID; Date; Success; Distance; Fall Velocity; Pass Time
52; 2025-02-27 08:54:51; True; 0.30; 0.00; 1.50
52; 2025-02-27 08:55:15; False; 0.98; 0.00; 1.50
52; 2025-02-27 08:55:23; False; 0.24; 0.00; 1.50
52; 2025-02-27 08:55:34; False; 4.06; 0.00; 1.50
52; 2025-02-27 08:55:57; True; 0.07; 0.00; 1.50
52; 2025-02-27 08:56:01; True; 1.51; 0.00; 1.50
52; 2025-02-27 08:56:05; False; 0.59; 0.00; 1.50
52; 2025-02-27 08:56:12; True; 0.63; 0.00; 1.50
52; 2025-02-27 08:56:33; False; 0.23; 0.00; 1.50
52; 2025-02-27 08:56:38; False; 1.02; 0.00; 1.50
52; 2025-02-27 08:56:43; True; 0.89; 0.00; 1.50
52; 2025-02-27 08:56:47; False; 2.11; 0.00; 1.50
52; 2025-02-27 08:57:11; False; 0.42; 0.00; 1.50
52; 2025-02-27 08:57:27; False; 3.30; 0.00; 1.50
52; - ;Reset Count; 1
