ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
23; 2025-03-05 10:40:33; False; 183,63; 18,16; 0,00; links
23; 2025-03-05 10:40:35; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:40:39; False; 363,58; 5,65; 0,00; links
23; 2025-03-05 10:40:40; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:40:40; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:40:43; False; 1,42; 26,07; 0,00; rechts
23; 2025-03-05 10:40:51; False; 363,39; 13,87; 0,00; links
23; 2025-03-05 10:40:56; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:40:59; False; 208,41; 11,91; 0,00; links
23; 2025-03-05 10:41:07; False; 392,29; 3,94; 0,00; links
23; 2025-03-05 10:41:10; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:41:14; False; 378,64; 6,67; 0,00; links
23; 2025-03-05 10:41:15; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:41:19; False; 355,61; 6,77; 0,00; links
23; 2025-03-05 10:41:20; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:41:23; False; 351,67; 4,26; 0,00; links
23; 2025-03-05 10:41:46; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:41:50; False; 450,13; 7,09; 0,00; links
23; 2025-03-05 10:41:52; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:41:55; False; 367,09; 2,03; 0,00; links
23; 2025-03-05 10:42:00; False; 346,66; 7,30; 0,00; links
23; 2025-03-05 10:42:04; False; 266,29; 7,74; 0,00; links
23; 2025-03-05 10:42:08; False; 338,43; 15,35; 0,00; links
23; 2025-03-05 10:42:10; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:12; False; 7,20; 20,11; 0,00; links
23; 2025-03-05 10:42:16; True; 15,66; 16,64; 0,00; links
23; 2025-03-05 10:42:17; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:19; True; 7,93; 3,82; 0,00; links
23; 2025-03-05 10:42:19; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:23; False; 362,30; 7,37; 0,00; links
23; 2025-03-05 10:42:25; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:27; False; 180,30; 19,78; 0,00; links
23; 2025-03-05 10:42:29; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:31; True; 195,15; 5,98; 0,00; links
23; 2025-03-05 10:42:33; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:35; False; 391,80; 6,90; 0,00; links
23; 2025-03-05 10:42:40; False; 381,48; 10,04; 0,00; links
23; 2025-03-05 10:42:42; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:45; False; 387,30; 10,33; 0,00; links
23; 2025-03-05 10:42:46; True; 0,00; 0,00; 0,00; rechts
23; 2025-03-05 10:42:48; False; 371,24; 4,23; 0,00; links
23; 2025-03-05 10:42:53; False; 354,25; 8,38; 0,00; links
23; 2025-03-05 10:42:56; False; 325,38; 3,84; 0,00; links
23; 2025-03-05 10:42:59; False; 308,64; 8,65; 0,00; links
23; 2025-03-05 10:43:06; False; 335,73; 14,99; 0,00; links
23; 2025-03-05 10:43:09; False; 226,29; 12,23; 0,00; links
23; 2025-03-05 10:43:13; False; 365,59; 15,23; 0,00; links
23; 2025-03-05 10:43:16; False; 320,29; 2,80; 0,00; links
23; 2025-03-05 10:43:19; False; 325,32; 5,10; 0,00; links
23; 2025-03-05 10:43:24; False; 294,45; 10,03; 0,00; links
