ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
6; 2025-03-05 10:02:50; True; 0,00; 0,00; 0,00; rechts
6; 2025-03-05 10:02:56; True; 58,68; 3,95; 0,00; links
6; 2025-03-05 10:02:59; True; 276,13; 1,42; 0,00; links
6; 2025-03-05 10:03:00; True; 0,00; 0,00; 0,00; rechts
6; 2025-03-05 10:03:04; False; 22,16; 3,61; 0,00; links
6; 2025-03-05 10:03:07; True; 5,93; 3,95; 0,00; rechts
6; 2025-03-05 10:03:10; False; 15,66; 6,18; 0,00; links
6; 2025-03-05 10:03:11; True; 0,00; 0,00; 0,00; rechts
6; 2025-03-05 10:03:14; True; 72,31; 4,03; 0,00; links
6; 2025-03-05 10:03:17; False; 1,25; 4,50; 0,00; rechts
6; 2025-03-05 10:03:20; False; 4,56; 5,32; 0,00; links
6; 2025-03-05 10:03:23; True; 3,47; 7,10; 0,00; links
6; 2025-03-05 10:03:26; False; 6,45; 7,94; 0,00; links
6; 2025-03-05 10:03:29; False; 15,21; 1,34; 0,00; links
6; 2025-03-05 10:03:31; True; 1,75; 5,23; 0,00; rechts
6; 2025-03-05 10:03:34; True; 16,06; 1,25; 0,00; rechts
6; 2025-03-05 10:03:38; False; 175,96; 6,82; 0,00; links
6; 2025-03-05 10:03:42; False; 160,22; 6,97; 0,00; links
6; 2025-03-05 10:03:45; False; 13,20; 8,85; 0,00; rechts
6; 2025-03-05 10:03:53; False; 3,95; 20,91; 0,00; links
6; 2025-03-05 10:03:56; True; 0,00; 0,00; 0,00; rechts
6; 2025-03-05 10:03:59; False; 0,98; 21,96; 0,00; rechts
