ID; Date; Success; Distance; Fall Velocity; Pass Time
16; 2025-02-26 10:32:01; True; 2,41; 0,00; 1,50
16; 2025-02-26 10:32:14; True; 0,16; 0,00; 1,50
16; 2025-02-26 10:32:22; False; 0,60; 0,00; 1,50
16; 2025-02-26 10:32:29; True; 1,08; 0,00; 1,50
16; 2025-02-26 10:33:04; False; 3,22; 0,00; 1,50
16; 2025-02-26 10:33:31; True; 2,18; 0,00; 1,50
16; 2025-02-26 10:33:42; True; 1,59; 0,00; 1,50
16; 2025-02-26 10:33:47; False; 0,25; 0,00; 1,50
16; 2025-02-26 10:34:07; False; 1,94; 0,00; 1,50
16; - ;Reset Count; 21
