ID; Date; Points
49; 2025-02-13 08:48:14; 3
49; 2025-02-13 08:48:32; 1
49; 2025-02-13 08:48:39; 5
49; 2025-02-13 08:48:42; 1
49; 2025-02-13 08:48:48; 1
49; 2025-02-13 08:48:55; 2
49; 2025-02-13 08:48:59; 3
49; 2025-02-13 08:49:05; 3
49; 2025-02-13 08:49:09; 1
49; 2025-02-13 08:49:10; 1
49; 2025-02-13 08:49:15; 2
49; 2025-02-13 08:49:19; 1
49; 2025-02-13 08:49:21; 5
49; 2025-02-13 08:49:25; 1
49; 2025-02-13 08:49:27; 5
49; 2025-02-13 08:49:31; 1
49; 2025-02-13 08:49:32; 1
49; 2025-02-13 08:49:38; 8
49; 2025-02-13 08:49:44; 3
49; 2025-02-13 08:49:52; 6
49; 2025-02-13 08:49:53; 1
49; 2025-02-13 08:50:03; 15
49; 2025-02-13 08:50:11; 15
49; 2025-02-13 08:50:20; 14
