ID; Date; Success; RotationDegree; ThrowDegree; StrenghValue; Direction
20; 2025-02-19 10:45:06; False; 309,43; 23,39; 0,00; links
20; 2025-02-19 10:45:12; False; 14,95; 158,03; 0,00; links
20; 2025-02-19 10:45:15; False; 9,54; 155,36; 0,00; links
20; 2025-02-19 10:45:32; False; 25,60; 147,62; 0,00; rechts
20; 2025-02-19 10:45:35; False; 27,18; 17,40; 0,00; links
20; 2025-02-19 10:45:41; False; 22,39; 7,61; 0,00; rechts
20; 2025-02-19 10:45:42; True; 0,20; 161,46; 0,00; rechts
20; 2025-02-19 10:45:47; False; 140,30; 8,98; 0,00; rechts
20; 2025-02-19 10:46:03; False; 12,36; 10,91; 0,00; links
20; 2025-02-19 10:46:09; False; 1,68; 5,12; 0,00; links
20; 2025-02-19 10:46:15; False; 0,84; 22,77; 0,00; links
20; 2025-02-19 10:46:21; False; 35,72; 48,78; 0,00; rechts
20; 2025-02-19 10:46:29; False; 8,80; 55,81; 0,00; rechts
20; 2025-02-19 10:46:32; False; 2,93; 59,14; 0,00; rechts
20; 2025-02-19 10:46:38; False; 4,99; 45,23; 0,00; links
20; 2025-02-19 10:46:42; False; 3,08; 62,36; 0,00; rechts
20; 2025-02-19 10:46:46; False; 1,84; 71,55; 0,00; links
20; 2025-02-19 10:46:51; False; 8,77; 48,77; 0,00; links
20; 2025-02-19 10:47:02; False; 3,38; 67,31; 0,00; links
20; 2025-02-19 10:47:08; False; 3,26; 152,68; 0,00; links
20; 2025-02-19 10:47:13; False; 7,76; 25,01; 0,00; links
20; 2025-02-19 10:47:18; False; 77,10; 58,48; 0,00; rechts
20; 2025-02-19 10:47:59; False; 5,77; 56,92; 0,00; links
